Vaka_ID,Ulke_Bolge,Yil,Proje_Sektoru_v4,FIDIC_Kitap_Turu,Atif_Maddeler,Kurum_Yargi_Yeri,Uyusmazlik_Ozeti,Claim_Turu,Eskalasyon_Asamasi,Sonuc_Yonu,Vaka_Adi,Kaynak,Karar_Yonu_Ham,Tahmini_Tutar_USD,Sure_Yil_Cikarilan
60,Güney Afrika,2023,Belirsiz/Veri Yetersiz,Kırmızı Kitap - 1999 (1. Baskı),"3.1, 3.3, 13.3, 14.3, 14.6, 14.7, 20.1, 20.2, 20.4, 20.6","Western Cape Yuksek Mahkemesi, Guney Afrika",IPC No.17'nin (Muhendis imzali) tenfizi - sonradan gelen imzasiz IPC No.18'in bunu revize edip edemeyecegi,Odeme Uyusmazligi,Tenfiz/Icra (Nihai Asama),Karma/Kismi,"Umlazi Civils v Concor Construction, [2023] ZAWCHC 161",Howard Kennedy LLP - Table of FIDIC Cases (June 2025),"Kismen - sadece kabul edilen tutar odendi, gerisi tahkime birakildi",,
61,Güney Afrika,2023,Karayolu/Otoyol,Kırmızı Kitap - 1999 (1. Baskı),"14, 20.2","Guney Afrika Yuksek Mahkemesi, Gauteng",11 aylik onaysiz proje asimi - IPC36'nin sonradan revize edilip P&G/CPA odemelerinin dusurulmesi,Gecikme/EOT,Istinaf/Temyiz/Yuksek Mahkeme,Davaci Lehine,"Lonerock Construction v South African National Roads Agency, [2023] ZAGPPHC 2245",Howard Kennedy LLP - Table of FIDIC Cases (June 2025),Davaci lehine - IPC36 revizyonu gecersiz sayildi,,
62,Vietnam,2023,Belirsiz/Veri Yetersiz,Kırmızı Kitap - 1999 (1. Baskı),"2.4, 3.5","Ho Chi Minh Sehri Halk Mahkemesi, Vietnam",Muhendis'in tek yetkili onay makami olmasina ragmen hakem heyetinin dogrudan Isveren rakamlarina dayanmasi,Muhendis/Mimar Karari - Clause 67 Usulu,Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Yuklenici Lehine,"Karar 982/2023/QD-PQTT, Ho Chi Minh Halk Mahkemesi",Howard Kennedy LLP - Table of FIDIC Cases (June 2025),Yuklenici lehine - karar iptal edildi,,
63,Vietnam,2023,Belirsiz/Veri Yetersiz,Gümüş Kitap - 1999 (1. Baskı),2.5,"Ho Chi Minh Sehri Halk Mahkemesi, Vietnam","Zamanasimi, esitlik/tarafsizlik ve delil degerlendirme ilkelerinin ihlali iddiasiyla karar iptali",Zamanasimi/Sure Siniri,Hakem Karari Iptal Davasi/Mahkeme Denetimi,Davaci Lehine,"Karar 868/2023/QD-PQTT, D2 JSC v T Public Co ve TVC, Ho Chi Minh Halk Mahkemesi",Howard Kennedy LLP - Table of FIDIC Cases (June 2025),Davaci lehine - karar iptal edildi,,
64,Tanzanya,2023,Belirsiz/Veri Yetersiz,BELİRSİZ (kaynakta belirtilmemiş),Belirtilmemis,"Tanzanya Yuksek Mahkemesi, Mwanza",Hakem kararina itiraz icin sure uzatimi talebi - karar henuz mahkemeye sunulmadan hukuka aykirilik iddiasi,Gecikme/EOT,Istinaf/Temyiz/Yuksek Mahkeme,Yuklenici Lehine,"Geita Town Council v Home Africa Investment Corp, [2023] TZHCComD 155",Howard Kennedy LLP - Table of FIDIC Cases (June 2025),Yuklenici lehine - basvuru erken bulunarak reddedildi,,
65,Kanada,2023,Madencilik,Kırmızı Kitap - 4. Baskı (1987),Belirtilmemis,"Ontario Istinaf Mahkemesi, Kanada",Temyiz izni reddi sonrasi masraf karari,Tahkim Masraflari,Istinaf/Temyiz/Yuksek Mahkeme,Diger/Siniflandirilmamis,"Tower-EBC v Baffinland Iron Mines, 2023 ONCA 353",Howard Kennedy LLP - Table of FIDIC Cases (June 2025),Masraf karari (esas karar ayri kayitta),,
67,Kanada,2023,Madencilik,Kırmızı Kitap - 4. Baskı (1987),"20.6, 20.7","Ontario Istinaf Mahkemesi, Kanada",Tahkim anlasmasinin hukuki sorulplatinda temyiz hakkini disladigi iddiasi,Siniflandirilmamis/Veri Yetersiz,Istinaf/Temyiz/Yuksek Mahkeme,Diger/Siniflandirilmamis,"Tower-EBC v Baffinland Iron Mines, 2023 ONCA 245",Howard Kennedy LLP - Table of FIDIC Cases (June 2025),Karsi taraf lehine - temyiz izni reddedildi,,
68,Vietnam,2023,Belirsiz/Veri Yetersiz,Kırmızı Kitap - 1999 (1. Baskı),"3.1, 7.5, 7.6, 8.7, 13.1, 13.3, 15.2","Hanoi Sehri Halk Mahkemesi, Vietnam","Tek tarafli fesih sonrasi karsilikli tazminat talepleri (gec teslim, gec odeme, VO onayi gecikmesi)",Gecikme/EOT; Fesih; Odeme Uyusmazligi,Belirsiz/Sadece Claim Asamasi,Karma/Kismi,"Karar 66/2023/KDTM-PT, Mac Construction JSC v BTC JSC, Hanoi Halk Mahkemesi",Howard Kennedy LLP - Table of FIDIC Cases (June 2025),Kismen her iki taraf - Isveren agirlikli kabul,,
69,Fransa (Paris - ICC Merkezi),2023,Bina/Konut/Ticari,Beyaz Kitap (Danışman) - 4. Baskı (1987),"5, 8.1.1, 8.2","ICC, Paris",Odenmemis faturalar nedeniyle isin durdurulmasi/geri cekilmesi - kalan sozlesme degeri ve hizmet bedeli talepleri,Odeme Uyusmazligi,Tenfiz/Icra (Nihai Asama),Devam Eden Dava,"Cardno Me v Central Bank of Iraq, ICC No. 26290/AYZ/ELU",Howard Kennedy LLP - Table of FIDIC Cases (June 2025),Devam eden dava zinciri (bkz. Amsterdam CoA 2024 tenfiz karari),,1
70,Hollanda,2024,Bina/Konut/Ticari,Beyaz Kitap (Danışman) - Baskı Belirsiz,Belirtilmemis,"Amsterdam Istinaf Mahkemesi, Hollanda",2023 ICC kararinin tenfizine itiraz (hile ve kamu duzeni iddialari),Tenfiz/Icra,Tenfiz/Icra (Nihai Asama),Yuklenici Lehine,"Cardno Middle East v Central Bank of Iraq, Amsterdam Istinaf Mahkemesi",Howard Kennedy LLP - Table of FIDIC Cases (June 2025),Yuklenici lehine - tenfiz onaylandi,,
327,Seyşeller,2022,Bina/Konut/Ticari,BELİRSİZ (kaynakta belirtilmemiş),"15.2, 16.2",Seyseller Istinaf Mahkemesi,Iscilere gecici konaklama icin ithal edilen prefabrik yapinin mulkiyeti - fesih sonrasi,Fesih,Istinaf/Temyiz/Yuksek Mahkeme,Yuklenici Lehine,"Eastern European Engineering v Vijay Construction, [2022] SCCA 56",Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Yuklenici lehine - istinaf 4 gerekce ile de reddedildi,,
72,Vietnam,2022,Belirsiz/Veri Yetersiz,Kırmızı Kitap - 1999 (1. Baskı),-,"Ho Chi Minh Sehri Halk Mahkemesi, Vietnam",Sozlesmeyi imzalayan kisinin yasal temsilci olmamasi nedeniyle tahkim anlasmasinin gecersizligi,Sozlesme/Tahkim Anlasmasi Gecerliligi,Belirsiz/Sadece Claim Asamasi,Davali Lehine,"Karar 1230/2022/QD-PQTT, BG Vietnam v BW Company",Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Davali lehine - karar iptal edildi,,
73,Hindistan,2022,Bina/Konut/Ticari,BELİRSİZ (kaynakta belirtilmemiş),70,Hindistan,Ihale oncesi verinin ozel sozlesme sartlarini gecersiz kilip kilmayacagi; fiyat ayarlama maddesi,Ihale Sureci,Belirsiz/Sadece Claim Asamasi,Diger/Siniflandirilmamis,Arabian Jacking Enterprises v Municipal Corp of Greater Bombay,Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Hakem karari onandi,,
74,Vietnam,2022,Belirsiz/Veri Yetersiz,Kırmızı Kitap - 1999 (1. Baskı),"1.4, 16.4, 17.1, 20.6","Ho Chi Minh Sehri Halk Mahkemesi, Vietnam","Fesih sonrasi tamamlanan is degeri, kapsam disi is degeri ve gecikme tazminati taleplerinde hakemin talep disina cikmasi",Gecikme/EOT; Fesih,Belirsiz/Sadece Claim Asamasi,Davaci Lehine,"Karar 578/2022/QD-PQTT, ACC PCN v TT CR",Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Davaci lehine - karar iptal edildi,,
75,Papua Yeni Gine,2022,Karayolu/Otoyol,Pembe Kitap (MDB Harmonised) - 2005,14.2,Papua Yeni Gine,Alt sozlesmede avans odeme maddesinin (14.2) uygulanmamasi,Odeme Uyusmazligi,Belirsiz/Sadece Claim Asamasi,Yuklenici Lehine,Jay LW Contractors v Covec PNG,Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Ana yuklenici lehine - dava reddedildi,,
76,Kenya,2022,Egitim/Kampus,Kırmızı Kitap - 4. Baskı (1987),59.1,Kenya,Alt yuklenicinin 'nominated subcontractor' (Isveren tarafindan atanan) statusu tespiti,Alt Yuklenici Statusu,Belirsiz/Sadece Claim Asamasi,Yuklenici Lehine,Masosa Construction v SBI International Holdings (Kenya),Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Alt yuklenici lehine (statu tespiti),,
77,Güney Afrika,2022,Su/Atik Su/Baraj,Altın Kitap (DBO) - 2008,"1.3, 14.7, 14.8, 16.1, 16.2, 20",Guney Afrika,Odenmemis hakedis nedeniyle Yuklenici'nin isi durdurmasi - bildirim gecerliligi ve DAB kararinin gec ileri surulmesi,Gecikme/EOT; Odeme Uyusmazligi,DAB/DAAB (On-Tahkim Kurulu),Yuklenici Lehine,Ndlambe Local Municipality v Quality Filtration Systems,Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Yuklenici lehine - aynen ifa talebi reddedildi,,
78,Fransa (Paris - ICC Merkezi),2022,Karayolu/Otoyol,FIDIC (Kitap Rengi Belirsiz) - 2005,-,Paris Istinaf Mahkemesi,2020 nihai kararinin (Arnavutluk yol projesi) iptal basvurusu - yetki ve kamu duzeni,Degisiklik/Change Order,Istinaf/Temyiz/Yuksek Mahkeme,Yuklenici Lehine,Albanian Road Authority v Aktor S.A. ve JV Copri/Aktor,Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Yuklenici lehine - iptal basvurusu reddedildi,,
79,Kanada,2022,Madencilik,BELİRSİZ (Sınıflandırılamadı),"20.6, 20.8","Ontario Yuksek Mahkemesi, Kanada",Izin gecikmeleri nedeniyle fesih - hakem kararinin iptali/temyiz izni basvurusu,Gecikme/EOT; Fesih,Istinaf/Temyiz/Yuksek Mahkeme,Yuklenici Lehine,"Tower-EBC v Baffinland Iron Mines, ONSC 1900",Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Yuklenici lehine - basvuru reddedildi,,
80,Vietnam,2022,Belirsiz/Veri Yetersiz,Kırmızı Kitap - 1999 (1. Baskı),"8.2, 10.1, 16, 20.1, 59.5 (1987 Red)",Vietnam Yuksek Mahkemesi (Halk Yuce Mahkemesi),Alt yuklenicinin Isveren'den (Ana Yuklenici'nin odeme temerrudu nedeniyle) dogrudan odeme talebi,Odeme Uyusmazligi,Istinaf/Temyiz/Yuksek Mahkeme,Isveren Lehine,"Karar 03/2022/KDTM-GDT, REE v Company B ve H Ltd (Vietnam Yuksek Mahkemesi)",Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Isveren lehine - dava yeniden yargilanmak uzere geri gonderildi,,
81,Polonya,2022,Belirsiz/Veri Yetersiz,BELİRSİZ (kaynakta belirtilmemiş),20.1,Polonya Yuksek Mahkemesi,20.1'deki bildirim suresinin Polonya hukukundaki zamanasimi sureleriyle celisip celismedigi,Zamanasimi/Sure Siniri,Istinaf/Temyiz/Yuksek Mahkeme,Diger/Siniflandirilmamis,"II CSKP 217/22, Polonya Yuksek Mahkemesi",Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),20.1 maddesinin gecerliligi onaylandi,,
82,Vietnam,2022,Sanayi Tesisi/Fabrika,Kırmızı Kitap - 1999 (1. Baskı),"2.4, 15.2, 16.1","Hanoi Sehri Halk Mahkemesi, Vietnam",Isveren'in banka teminat mektubunu tek tarafli degistirmesi nedeniyle Yuklenici'nin isi durdurmasi,Teminat Mektubu,Belirsiz/Sadece Claim Asamasi,Yuklenici Lehine,"Karar 06/2022/KDTM-PT, Thuan H v Textile and Dyeing JSC",Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Yuklenici lehine,,
83,Kenya,2022,Madencilik,Kırmızı Kitap - 4. Baskı (1987) [varsayım],"2.2, 16.1, 60.10",Kenya (Narok),"Tamamlanan is icin odenmemis hakedis, faiz ve masraf talebi - esas tutar sulh ile cozuldu",Gecikme/EOT; Odeme Uyusmazligi,Belirsiz/Sadece Claim Asamasi,Davaci Lehine,Haraf Traders v Narok County Government,Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),"Kismen Davaci lehine (masraf evet, faiz hayir)",,
84,Güney Afrika,2021,Sanayi Tesisi/Fabrika,BELİRSİZ (kaynakta belirtilmemiş),3.3,Guney Afrika Yuksek Mahkemesi,Hakemin karsi talep konusunda tarafa delil sunma firsati tanimamasi - usuli ihlal,Usuli Ihlal (Adil Yargilanma),Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Detay Sinirli,Pro-Khaya Construction v Tony Ashford,Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Basvuran lehine - karar iptal edildi,,
85,Fransa (Paris - ICC Merkezi),2021,Karayolu/Otoyol,FIDIC (Kitap Rengi Belirsiz) - 2017 (2. Baskı),20.4-20.7,Paris Istinaf Mahkemesi,Ukrayna yol rehabilitasyonu - DB kararlarinin uygulanmasina iliskin ilk kismi kararin iptali,Hakem Karari Iptali,Istinaf/Temyiz/Yuksek Mahkeme,Yuklenici Lehine,"State Road Agency of Ukraine v Todini Costruzioni, Paris Istinaf Mahkemesi",Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Yuklenici lehine - iptal basvurusu reddedildi,,
86,İngiltere/UK,2021,Madencilik,BELİRSİZ (kaynakta belirtilmemiş),"8.7, 20.1",Ingiltere Ticaret Mahkemesi,Banka teminati talebinin geri cekilmesi icin ihtiyati tedbir talebi,Teminat Mektubu,Belirsiz/Sadece Claim Asamasi,Diger/Siniflandirilmamis,"Shapoorji Pallonji v Yumn Ltd, [2021] EWHC 862 (Comm)",Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Talep reddedildi,,
87,İngiltere/UK,2021,Yenilenebilir Enerji,Gümüş Kitap - Baskı Belirsiz,-,Ingiltere Ticaret Mahkemesi,18 gunes enerjisi santralinin kusurlu insa edildigi iddiasi,Kalite/Kusur,Belirsiz/Sadece Claim Asamasi,Yuklenici Lehine,"Toucan Energy Holdings v Wirsol Energy, [2021] EWHC 895 (Comm)",Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Yuklenici lehine - karsi talep kabul edildi,,
88,Güney Afrika,2021,Telekom/Veri Merkezi,Sarı Kitap - 1999 (1. Baskı),-,"Guney Afrika Yuksek Mahkemesi, Cape Town",2025'e kadar surecek sozlesmenin imza yetkisi hatasi nedeniyle gecersizligi,Sozlesme/Tahkim Anlasmasi Gecerliligi,Istinaf/Temyiz/Yuksek Mahkeme,Diger/Siniflandirilmamis,"ICT-Works v City of Cape Town, [2021] ZAWCHC 119",Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Belediye lehine - sozlesme gecersiz sayildi,,4
89,Hindistan,2021,Su/Atik Su/Baraj,BELİRSİZ (kaynakta belirtilmemiş),"60.10, 67","Bangalore Bolge Mahkemesi, Hindistan",Su temini projesi - dogal adalet ihlali iddiasiyla kamu duzeni temelinde karar iptali,Kamu Duzeni/Politikasi Ihlali Iddiasi,Ilk Derece Devlet Mahkemesi,Karma/Kismi,"Bengaluru Water Supply v Larson & Turbo, CCH84",Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Kismen kabul,,
90,Güney Afrika,2021,Karayolu/Otoyol,Kırmızı Kitap - 1999 (1. Baskı),"4.2, 15.2, 16.3",Guney Afrika Istinaf Mahkemesi,Kosulsuz performans teminatinin cagirilmasinin durdurulmasi icin ihtiyati tedbir,Teminat Mektubu; Ihtiyati Tedbir Talebi,Istinaf/Temyiz/Yuksek Mahkeme,Isveren Lehine,"SA National Roads Agency v Fountain Civil Engineering, [2021] ZASCA 118",Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Isveren lehine - istinaf kabul edildi,,
91,Trinidad ve Tobago,2021,Fosil Yakit/Petrol-Gaz,Sarı Kitap - 1999 (1. Baskı),20.5,Trinidad ve Tobago Yuksek Mahkemesi,Hakem atama usulunun (UNCITRAL Art.8) dogru uygulanip uygulanmadigi,DAB/Hakem Prosedur Usulsuzlugu,Istinaf/Temyiz/Yuksek Mahkeme,Diger/Siniflandirilmamis,National Gas Company T&T v Super Industrial Services (I),Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Ilk karar (hakem atamasi) iptal edilmedi,,
92,Trinidad ve Tobago,2021,Fosil Yakit/Petrol-Gaz,Sarı Kitap - 1999 (1. Baskı),"15.4, 2.5, 3.5",Trinidad ve Tobago Yuksek Mahkemesi,Muhendis'in on kosul olarak degerlendirme yapmasi zorunlulugu,Muhendis/Mimar Karari - Clause 67 Usulu,Istinaf/Temyiz/Yuksek Mahkeme,Karma/Kismi,National Gas Company T&T v Super Industrial Services (II),Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Itiraz kismen kabul edildi,,
93,İngiltere/UK,2021,Fosil Yakit/Petrol-Gaz,Sarı Kitap - 1999 (1. Baskı),14,Ingiltere TCC,"Isveren'in son kilometre tasi odemesinden, farkli bir is paketine iliskin tutari kesme hakki",Odeme Uyusmazligi,Belirsiz/Sadece Claim Asamasi,Isveren Lehine,"Shepherd Construction v Drax Power, [2021] EWHC 1478 (TCC)",Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Isveren lehine,,
94,Güney Afrika,2021,Sanayi Tesisi/Fabrika,Altın Kitap (DBO) - Baskı Belirsiz,"1.1.53, 1.5, 9.2, 8.1, 8.2, 13","Guney Afrika Yuksek Mahkemesi, Pretoria",Komur isleme tesisi sozlesmesinin suresinin sabit mi yoksa rezerv tukenene kadar mi oldugu,Yatirim Anlasmasi Ihlali (BIT/ICSID),Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Detay Sinirli,Universal Coal Development v Mineral Resources Development,Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Basvuran lehine (ara tedbir),,
95,Fransa (Paris - ICC Merkezi),2021,Karayolu/Otoyol,BELİRSİZ (kaynakta belirtilmemiş),20.6,Paris Istinaf Mahkemesi,Tek hakemin bagimsizlik/tarafsizlik eksikligi iddiasiyla karar iptali,Siniflandirilmamis/Veri Yetersiz,Istinaf/Temyiz/Yuksek Mahkeme,Diger/Siniflandirilmamis,China International Water and Electric v National Highway Authority (Pakistan),Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Iptal basvurusu reddedildi,,
96,Vietnam,2021,Bina/Konut/Ticari,Kırmızı Kitap - 1999 (1. Baskı),"4, 10.2, 16.2","Khanh Hoa Vilayeti Halk Mahkemesi, Vietnam",Konut kompleksi - odenmemis hakedisler nedeniyle fesih ve teminat mektubu talebi,Fesih; Kalite/Kusur; Teminat Mektubu; Odeme Uyusmazligi,Belirsiz/Sadece Claim Asamasi,Yuklenici Lehine,"Karar 01/2021/KDTM-PT, LG Foundation v K Agricultural Materials Group",Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Yuklenici lehine,,
97,Hindistan,2021,Bina/Konut/Ticari,BELİRSİZ (kaynakta belirtilmemiş),-,"Bangalore Bolge Mahkemesi, Hindistan",Uc ayri sozlesmenin (hardscape+cati+strukturel) tek tahkim sartina tabi olup olmadigi,Siniflandirilmamis/Veri Yetersiz,Ilk Derece Devlet Mahkemesi,Diger/Siniflandirilmamis,M/S Nitesh Residency Hotels v Ani Marbles & Granites,Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Karar onandi,,
99,Vietnam,2020,Sanayi Tesisi/Fabrika,Gümüş Kitap - 1999 (1. Baskı),"20.2, 14.1","Hanoi Sehri Halk Mahkemesi, Vietnam",Kur farki delilinin degerlendirilmemesi iddiasiyla karar iptal basvurusu,Para Birimi/Faiz Uyusmazligi,Belirsiz/Sadece Claim Asamasi,Diger/Siniflandirilmamis,"Karar 09/2020/QD-PQTT, H Group v HC Industrial Design",Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Basvuru reddedildi,,
100,Vietnam,2020,Belirsiz/Veri Yetersiz,Kırmızı Kitap - 1999 (1. Baskı),"3.3, 8.7, 15.2","Ho Chi Minh Sehri Halk Mahkemesi, Vietnam",Kalitesiz is/gecikme nedeniyle fesih sonrasi tazminat - gecikme tazminatinin sozlesmesel orani vs yasal tavan,Gecikme/EOT; Fesih,Istinaf/Temyiz/Yuksek Mahkeme,Davaci Lehine,"Karar 296/2020/KDTM-PT, A JSC v C JSC",Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Davaci lehine (tavanli tazminatla),,
101,Vietnam,2020,Sanayi Tesisi/Fabrika,Gümüş Kitap - 1999 (1. Baskı),"20.2, 20.3, 20.6, 20.8","Hanoi Sehri Halk Mahkemesi, Vietnam",On-tahkim (DAB+uzlasma) prosedurune uyulmadan dogrudan tahkime gecisin yetki sorunu yaratip yaratmadigi,Yetki Itirazi,Belirsiz/Sadece Claim Asamasi,Yuklenici Lehine,"Karar 02/2020/QD-PQTT, HC Industrial Design v Vietnam Chemical Group",Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Yuklenici lehine - yetki itirazi reddedildi,,
103,Trinidad ve Tobago,2020,Havalimani,Sarı Kitap - 1999 (1. Baskı),"2.5, 3.2, 3.4, 3.5, 20.1",Trinidad ve Tobago Yuksek Mahkemesi,Kusur bildirim donemi sonrasi ortaya cikan kusurlar icin tahkim basvurusunun gecikmesi ve Muhendis degisikligi usulu,Gecikme/EOT; Kalite/Kusur,Istinaf/Temyiz/Yuksek Mahkeme,Isveren Lehine,Airports Authority of T&T v Jusamco Pavers,Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Isveren lehine (genel olarak),,
104,Hindistan,2020,Bina/Konut/Ticari,FIDIC (Kitap Rengi Belirsiz) - 2008,"20.8, 20.11","Rajasthan Yuksek Mahkemesi, Hindistan",DAB atanamamasi sonrasi hakem atama basvurusu,DAB/Hakem Prosedur Usulsuzlugu,Istinaf/Temyiz/Yuksek Mahkeme,Diger/Siniflandirilmamis,GCC JV AEC v Rajasthan Urban Infrastructure Development Program,Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Basvuru kabul edildi,,
105,Trinidad ve Tobago,2020,Karayolu/Otoyol,Kırmızı Kitap - 1999 (1. Baskı),"14.3, 14.6, 14.7, 14.8",Trinidad ve Tobago Yuksek Mahkemesi,3 yildir odenmemis 7 IPC icin teminat parasinin yarisinin geri odenmesi,Odeme Uyusmazligi,Istinaf/Temyiz/Yuksek Mahkeme,Yuklenici Lehine,Junior Sammy Contractors v Estate Management (ilk derece),Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Yuklenici lehine - ozet yargilama,82000000,9
106,Hindistan,2020,Bina/Konut/Ticari,BELİRSİZ (kaynakta belirtilmemiş),"4.1, 67, 12.1, 42.2, 44, 73","Yeni Delhi Yuksek Mahkemesi, Hindistan","DRB kararini takip eden hakem kararina itiraz - gecikme tazminati iadesi, zemin arastirma bedeli, kesilen tutar, faiz",Gecikme/EOT,Istinaf/Temyiz/Yuksek Mahkeme,Diger/Siniflandirilmamis,Italian Thai Development v Mcm Services,Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Karar onandi,,
107,Trinidad ve Tobago,2020,Karayolu/Otoyol,Kırmızı Kitap - 1999 (1. Baskı),14,Trinidad ve Tobago Istinaf Mahkemesi,Ozet yargilama kararinin icrasinin istinaf suresince durdurulmasi talebi,Tenfiz/Icra,Tenfiz/Icra (Nihai Asama),Diger/Siniflandirilmamis,"Estate Management v Junior Sammy Contractors, TT 2020 CA 31",Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Sartli icra durdurmasi verildi,,9
108,Hindistan,2020,Demiryolu/Metro,Sarı Kitap - 1999 (1. Baskı),"8.4, 19.1, 19.2, 19.4, 19.7, 15.1, 15.2, 8.2, 1.1.3.3, 3.5, 20.2, 15.3-15.5, 2.5, 4.2","Delhi Yuksek Mahkemesi, Hindistan",Feshedilen yuklenicinin cesitli teminatlarin cagirilmasini engelleme talebi,Fesih,Istinaf/Temyiz/Yuksek Mahkeme,Isveren Lehine,CRSC Research and Design Institute v Dedicated Freight Corridor Corp,Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Isveren lehine - talep reddedildi,,
110,Kenya,2020,Karayolu/Otoyol,BELİRSİZ (kaynakta belirtilmemiş),20.4-20.7 (degistirilmis),"Nairobi Yuksek Mahkemesi, Kenya",DAB kararinin tenfizi - Davali'nin feragat ettigi iddiasi,Tenfiz/Icra,Tenfiz/Icra (Nihai Asama),Diger/Siniflandirilmamis,SBI International Holdings (Kenya) v Kenya National Highway Authority (2020),Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Durdurma talebi reddedildi,,
111,Fransa (Paris - ICC Merkezi),2020,Karayolu/Otoyol,Pembe Kitap (MDB Harmonised) - 2005,20,"ICC, Paris",Yol insaati - EOT/maliyet talebi; DB kurulusu ve kararlarinin kesinligi,Odeme Uyusmazligi,Belirsiz/Sadece Claim Asamasi,Yuklenici Lehine,"JV Copri Construction/Aktor v Albanian Road Authority, ICC No. 23988/MHM/HBH",Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Yuklenici lehine - Isveren DB kararlarindaki tutari (+KDV) odemeye mahkum edildi,,
112,Kenya,2020,Belirsiz/Veri Yetersiz,BELİRSİZ (kaynakta belirtilmemiş),"60.13, 65.6, 65.8(c), 69.1-69.5","Nairobi Yuksek Mahkemesi, Kenya","Fesih sonrasi bilesik faiz, kapsam disi degisiklik ve kesilmemis tutar taleplerinin hakem yetkisini asip asmadigi",Degisiklik/Change Order; Fesih,Istinaf/Temyiz/Yuksek Mahkeme,Karma/Kismi,Ministry of Environment v Kiarigi Building Contractors,Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Kismen kabul - sadece bilesik faiz iptal edildi,,
113,Kenya,2020,Fosil Yakit/Petrol-Gaz,FIDIC (Kitap Rengi Belirsiz) - 4. Baskı Rev. (1992),-,"Nairobi Yuksek Mahkemesi, Kenya",Boru hatti degisim projesi gecikme tazminati talebi - savunmanin gecersiz kilinmasi,Gecikme/EOT,Istinaf/Temyiz/Yuksek Mahkeme,Davaci Lehine,Zakhem International v Kenya Pipeline Company,Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Davaci lehine,,
114,Kenya,2020,Karayolu/Otoyol,BELİRSİZ (kaynakta belirtilmemiş),67.1,"Nairobi Yuksek Mahkemesi, Kenya",Iki yol projesindeki adjudicator kararlarinin tenfizi,Tenfiz/Icra,Tenfiz/Icra (Nihai Asama),Davaci Lehine,Intex Construction v Kenya Rural Roads Authority,Howard Kennedy LLP - Table of FIDIC Cases (May 2024 snapshot),Davaci lehine - tenfiz kabul edildi,,
